Date,P1,P2,P3,Data
5/2/2011,-0.690983006,2.557920493,0.0118098,6.866937487
5/3/2011,0.5,2.530174337,0.012005,11.03017434
5/4/2011,-0.330869394,2.501657466,-0.9877982,12.17078807
5/5/2011,-0.190983006,2.472378566,-0.9875998,10.28139556
5/6/2011,1.913545458,2.442346555,1.0126002,8.355892013
5/7/2011,0.978147601,2.411570582,-0.9871982,3.389718183
5/8/2011,0,2.380060021,-0.986995,2.380060021
5/9/2011,-0.021852399,2.347824471,0.0132098,6.325972071
5/10/2011,1.913545458,2.31487375,1.0134162,9.228419208
5/11/2011,0.809016994,2.281217897,0.0136242,6.090234891
5/12/2011,-0.330869394,2.246867162,1.0138338,11.91599777
5/13/2011,1.5,2.21183201,0.014045,13.71183201
5/14/2011,1.309016994,2.176123113,1.0142578,12.48514011
5/15/2011,1.104528463,2.139751347,-0.9855278,11.24427981
5/16/2011,-0.104528463,2.102727793,0.0146882,9.99819933
5/17/2011,0.690983006,2.065063727,0.0149058,9.756046733
5/18/2011,-1.5,2.026770623,-0.984875,6.526770623
5/19/2011,-1.669130606,1.987860145,-0.9846542,5.318729538
5/20/2011,-0.809016994,1.948344145,0.0155682,5.139327151
5/21/2011,0.086454542,1.908234661,-0.9842078,8.994689203
5/22/2011,0.021852399,1.86754391,0.0160178,7.889396309
5/23/2011,-2,1.826284287,-0.983755,7.826284287
5/24/2011,-0.978147601,1.78446836,1.0164738,9.80632076
5/25/2011,-0.913545458,1.742108867,1.0167042,4.828563409
5/26/2011,-1.809016994,1.699218711,1.0169362,2.890201716
5/27/2011,-0.669130606,1.655810956,0.0171698,9.98668035
5/28/2011,-0.5,1.611898825,1.017405,10.11189883
5/29/2011,-0.309016994,1.567495694,1.0176418,6.2584787
5/30/2011,-1.104528463,1.522615089,1.0178802,2.418086626
5/31/2011,-0.895471537,1.47727068,0.0181202,1.581799144
6/1/2011,1.309016994,1.431476281,1.0183618,10.74049328
6/2/2011,0.5,1.38524584,-0.981395,9.88524584
6/3/2011,-0.330869394,1.338593439,0.0188498,10.00772405
6/4/2011,-0.190983006,1.29153329,1.0190962,3.100550285
6/5/2011,1.913545458,1.244079728,1.0193442,6.157625186
6/6/2011,1.978147601,1.196247207,-0.9804062,5.174394808
6/7/2011,2,1.148050297,1.019845,12.1480503
6/8/2011,0.978147601,1.09950368,0.0200978,3.077651281
6/9/2011,-0.086454542,1.050622144,0.0203522,1.964167601
6/10/2011,1.809016994,1.001420578,-0.9793918,6.810437572
6/11/2011,1.669130606,0.951913969,1.0208658,12.62104458
6/12/2011,0.5,0.902117399,-0.978875,10.4021174
6/13/2011,1.309016994,0.852046034,-0.9786142,10.16106303
6/14/2011,0.104528463,0.801715128,-0.9783518,6.906243592
6/15/2011,-0.104528463,0.751140012,1.0219122,1.646611549
6/16/2011,-0.309016994,0.700336092,-0.9778222,3.391319097
6/17/2011,0.5,0.649318842,1.022445,4.149318842
6/18/2011,0.330869394,0.598103803,0.0227138,8.928973197
6/19/2011,-1.809016994,0.546706576,0.0229842,3.737689582
6/20/2011,0.086454542,0.495142818,1.0232562,1.58159736
6/21/2011,0.021852399,0.443428233,1.0235298,10.46528063
6/22/2011,0,0.391578577,1.023805,2.391578577
6/23/2011,-0.978147601,0.339609641,0.0240818,2.361462041
6/24/2011,-1.913545458,0.287537258,1.0243602,2.3739918
6/25/2011,-1.809016994,0.235377287,0.0246402,8.426360293
6/26/2011,0.330869394,0.183145619,0.0249218,8.514015012
6/27/2011,-0.5,0.130858162,1.025205,-0.369141838
6/28/2011,-0.309016994,0.078530845,-0.9745102,0.769513851
6/29/2011,-1.104528463,0.026179606,-0.9742238,6.921651143
6/30/2011,-0.895471537,-0.026179606,1.0260642,4.078348857
7/1/2011,0.309016994,-0.078530845,0.0263538,0.230486149
7/2/2011,0.5,-0.130858162,0.026645,3.369141838
7/3/2011,-0.330869394,-0.183145619,1.0269378,8.485984988
7/4/2011,-0.190983006,-0.235377287,0.0272322,8.573639707
7/5/2011,-0.086454542,-0.287537258,0.0275282,3.6260082
7/6/2011,-0.021852399,-0.339609641,1.0278258,-0.361462041
7/7/2011,1,-0.391578577,-0.971875,0.608421423
7/8/2011,-0.021852399,-0.443428233,-0.9715742,6.534719367
7/9/2011,0.913545458,-0.495142818,1.0287282,6.41840264
7/10/2011,1.809016994,-0.546706576,-0.9709678,11.26231042
7/11/2011,-0.330869394,-0.598103803,0.0293378,4.071026803
7/12/2011,0.5,-0.649318842,-0.970355,0.850681158
7/13/2011,0.309016994,-0.700336092,-0.9700462,2.608680903
7/14/2011,0.104528463,-0.751140012,1.0302642,3.353388451
7/15/2011,-1.104528463,-0.801715128,1.0305762,6.093756408
7/16/2011,-1.309016994,-0.852046034,-0.9691102,2.838936972
7/17/2011,-1.5,-0.902117399,-0.968795,7.597882601
7/18/2011,-1.669130606,-0.951913969,0.0315218,5.378955424
7/19/2011,-1.809016994,-1.001420578,0.0318402,4.189562428
7/20/2011,-0.913545458,-1.050622144,1.0321602,2.035832399
7/21/2011,-0.978147601,-1.09950368,0.0324818,4.922348719
7/22/2011,-1,-1.148050297,-0.967195,-2.148050297
7/23/2011,-0.978147601,-1.196247207,0.0331298,2.825605192
7/24/2011,-0.913545458,-1.244079728,0.0334562,-2.157625186
7/25/2011,0.190983006,-1.29153329,0.0337842,6.899449715
7/26/2011,0.330869394,-1.338593439,-0.9658862,6.992275954
7/27/2011,-0.5,-1.38524584,0.034445,3.11475416
7/28/2011,-1.309016994,-1.431476281,-0.9652222,-0.740493275
7/29/2011,-1.104528463,-1.47727068,0.0351122,1.418200856
7/30/2011,-0.895471537,-1.522615089,-0.9645518,0.581913374
7/31/2011,0.309016994,-1.567495694,1.0357858,2.7415213
8/1/2011,-0.5,-1.611898825,-0.963875,6.888101175
8/2/2011,-0.330869394,-1.655810956,0.0364658,0.01331965
8/3/2011,1.809016994,-1.699218711,1.0368082,9.109798284
8/4/2011,-0.086454542,-1.742108867,1.0371522,4.171436591
8/5/2011,1.978147601,-1.78446836,1.0374978,9.19367924
8/6/2011,1,-1.826284287,0.037845,8.173715713
8/7/2011,-0.021852399,-1.86754391,0.0381938,4.110603691
8/8/2011,-0.086454542,-1.908234661,1.0385442,0.005310797
8/9/2011,0.809016994,-1.948344145,1.0388962,5.860672849
8/10/2011,0.669130606,-1.987860145,1.0392498,8.681270462
8/11/2011,0.5,-2.026770623,0.039605,-1.526770623
8/12/2011,1.309016994,-2.065063727,0.0399618,4.243953267
8/13/2011,-0.895471537,-2.102727793,1.0403202,-1.99819933
8/14/2011,-1.104528463,-2.139751347,1.0406802,-2.244279811
8/15/2011,-0.309016994,-2.176123113,1.0410418,1.514859893
8/16/2011,-0.5,-2.21183201,0.041405,6.28816799
8/17/2011,-0.669130606,-2.246867162,1.0417698,6.084002231
8/18/2011,0.190983006,-2.281217897,1.0421362,-1.090234891
8/19/2011,0.086454542,-2.31487375,0.0425042,2.771580792
8/20/2011,-0.978147601,-2.347824471,0.0428738,-0.325972071
8/21/2011,-1,-2.380060021,1.043245,6.619939979
8/22/2011,-1.978147601,-2.411570582,1.0436178,-1.389718183
8/23/2011,-0.913545458,-2.442346555,0.0439922,-0.355892013
8/24/2011,0.190983006,-2.472378566,-0.9556318,0.71860444
8/25/2011,0.330869394,-2.501657466,0.0447458,-1.170788073
8/26/2011,0.5,-2.530174337,0.045125,-1.030174337
8/27/2011,-0.309016994,-2.557920493,-0.9544942,-1.866937487
8/28/2011,-0.104528463,-2.584887481,-0.9541118,2.310584055
8/29/2011,0.104528463,-2.611067088,-0.9537278,3.493461375
8/30/2011,-0.690983006,-2.636451338,0.0466578,-1.327434344
8/31/2011,1.5,-2.6610325,1.047045,1.8389675
9/1/2011,1.669130606,-2.684803085,0.0474338,7.984327522
9/2/2011,-0.190983006,-2.707755853,1.0478242,-2.898738859
9/3/2011,1.913545458,-2.729883813,1.0482162,1.183661645
9/4/2011,1.978147601,-2.751180223,-0.9513902,1.226967378
9/5/2011,0,-2.771638598,1.049005,4.228361402
9/6/2011,0.978147601,-2.791252704,-0.9505982,1.186894897
9/7/2011,0.913545458,-2.810016568,1.0498002,3.10352889
9/8/2011,-0.190983006,-2.827924473,-0.9497998,4.981092521
9/9/2011,-0.330869394,-2.844970966,0.0506018,1.824159641
9/10/2011,-0.5,-2.861150852,1.051005,-2.361150852
9/11/2011,1.309016994,-2.876459205,1.0514098,6.43255779
9/12/2011,0.104528463,-2.89089136,-0.9481838,0.213637104
9/13/2011,-0.104528463,-2.904442921,-0.9477758,2.991028616
9/14/2011,-1.309016994,-2.917109761,0.0526338,-0.226126756
9/15/2011,-1.5,-2.928888021,0.053045,4.571111979
9/16/2011,0.330869394,-2.939774114,1.0534578,6.39109528
9/17/2011,0.190983006,-2.949764723,0.0538722,1.241218283
9/18/2011,-0.913545458,-2.958856805,-0.9457118,2.127597738
9/19/2011,-0.978147601,-2.96704759,1.0547058,-0.945195191
9/20/2011,0,-2.974334584,0.055125,4.025665416
9/21/2011,-0.978147601,-2.980715567,0.0555458,-3.958863168
9/22/2011,-0.913545458,-2.986188595,-0.9440318,-3.899734053
9/23/2011,-1.809016994,-2.990752001,0.0563922,0.200231004
9/24/2011,0.330869394,-2.994404395,-0.9431822,5.336464998
9/25/2011,-1.5,-2.997144665,1.057245,-3.497144665
9/26/2011,-1.309016994,-2.998971975,-0.9423262,5.692011031
9/27/2011,-0.104528463,-2.999885769,1.0581042,-2.104414232
9/28/2011,1.104528463,-2.999885769,1.0585362,2.104642694
9/29/2011,0.309016994,-2.998971975,-0.9410302,6.310045019
9/30/2011,0.5,-2.997144665,1.059405,6.502855335
10/1/2011,0.669130606,-2.994404395,1.0598418,1.674726211
10/2/2011,0.809016994,-2.990752001,-0.9397198,3.818264993
10/3/2011,-0.086454542,-2.986188595,1.0607202,3.927356863
10/4/2011,1.978147601,-2.980715567,-0.9388382,-1.002567966
10/5/2011,1,-2.974334584,1.061605,8.025665416
10/6/2011,0.978147601,-2.96704759,0.0620498,-0.988899989
10/7/2011,1.913545458,-2.958856805,-0.9375038,0.954688653
10/8/2011,-0.190983006,-2.949764723,-0.9370558,2.859252272
10/9/2011,0.669130606,-2.939774114,1.0633938,6.729356492
10/10/2011,0.5,-2.928888021,1.063845,-2.428888021
10/11/2011,1.309016994,-2.917109761,1.0642978,-0.608092767
10/12/2011,-0.895471537,-2.904442921,0.0647522,1.200085542
10/13/2011,0.895471537,-2.89089136,1.0652082,3.004580177
10/14/2011,-1.309016994,-2.876459205,0.0656658,5.814523801
10/15/2011,-1.5,-2.861150852,0.066125,-2.361150852
10/16/2011,-0.669130606,-2.844970966,0.0665858,1.485898428
10/17/2011,-0.809016994,-2.827924473,1.0670482,0.363058532
10/18/2011,-0.913545458,-2.810016568,1.0675122,1.276437975
10/19/2011,-0.978147601,-2.791252704,0.0679778,3.230599695
10/20/2011,0,-2.771638598,-0.931555,5.228361402
10/21/2011,-0.978147601,-2.751180223,-0.9310862,4.270672176
10/22/2011,-0.913545458,-2.729883813,1.0693842,4.35657073
10/23/2011,-0.809016994,-2.707755853,1.0698562,0.483227153
10/24/2011,-1.669130606,-2.684803085,1.0703298,0.646066309
10/25/2011,0.5,-2.6610325,1.070805,6.8389675
10/26/2011,0.690983006,-2.636451338,0.0712818,3.054531668
10/27/2011,0.895471537,-2.611067088,1.0717602,3.284404449
10/28/2011,0.104528463,-2.584887481,1.0722402,-0.480359018
10/29/2011,0.309016994,-2.557920493,0.0727218,-2.248903499
10/30/2011,0.5,-2.530174337,0.073205,5.969825663
10/31/2011,1.669130606,-2.501657466,-0.9263102,0.16747314
11/1/2011,-0.190983006,-2.472378566,1.0741762,-2.663361571
11/2/2011,1.913545458,-2.442346555,1.0746642,3.471198903
11/3/2011,1.978147601,-2.411570582,1.0751538,9.566577019
11/4/2011,0,-2.380060021,0.075645,5.619939979
11/5/2011,0.978147601,-2.347824471,1.0761378,4.63032313
11/6/2011,1.913545458,-2.31487375,-0.9233678,4.598671707
11/7/2011,0.809016994,-2.281217897,1.0771282,6.527799098
11/8/2011,-0.330869394,-2.246867162,1.0776258,5.422263444
11/9/2011,1.5,-2.21183201,-0.921875,9.28816799
11/10/2011,1.309016994,-2.176123113,-0.9213742,3.132893881
11/11/2011,-0.895471537,-2.139751347,-0.9208718,5.964777116
11/12/2011,0.895471537,-2.102727793,0.0796322,-1.207256256
11/13/2011,0.690983006,-2.065063727,1.0801378,5.625919279
11/14/2011,-0.5,-2.026770623,-0.919355,-1.526770623
11/15/2011,0.330869394,-1.987860145,0.0811538,2.343009249
11/16/2011,0.190983006,-1.948344145,-0.9183358,6.242638861
11/17/2011,-1.913545458,-1.908234661,-0.9178238,4.178219882
11/18/2011,0.021852399,-1.86754391,0.0826898,0.154308489
11/19/2011,-1,-1.826284287,1.083205,-0.826284287
11/20/2011,0.021852399,-1.78446836,0.0837218,-0.762615961
11/21/2011,0.086454542,-1.742108867,0.0842402,-0.655654325
11/22/2011,-1.809016994,-1.699218711,0.0847602,-3.508235705
11/23/2011,-0.669130606,-1.655810956,0.0852818,-1.324941562
11/24/2011,0.5,-1.611898825,1.085805,6.888101175
11/25/2011,-0.309016994,-1.567495694,-0.9136702,3.123487311
11/26/2011,-0.104528463,-1.522615089,-0.9131438,2.372856448
11/27/2011,0.104528463,-1.47727068,1.0873842,1.627257783
11/28/2011,1.309016994,-1.431476281,1.0879138,7.877540714
11/29/2011,1.5,-1.38524584,0.088445,8.11475416
11/30/2011,1.669130606,-1.338593439,-0.9110222,3.330537167
12/1/2011,-0.190983006,-1.29153329,1.0895122,2.517483704
12/2/2011,0.913545458,-1.244079728,0.0900482,9.66946573
12/3/2011,1.978147601,-1.196247207,1.0905858,2.781900394
12/4/2011,2,-1.148050297,0.091125,10.8519497
12/5/2011,0.978147601,-1.09950368,-0.9083342,5.878643921
12/6/2011,0.913545458,-1.050622144,0.0922082,6.862923314
12/7/2011,1.809016994,-1.001420578,0.0927522,0.807596417
12/8/2011,1.669130606,-0.951913969,0.0932978,3.717216637
12/9/2011,0.5,-0.902117399,-0.906155,0.597882601
12/10/2011,-0.690983006,-0.852046034,-0.9056062,0.45697096
12/11/2011,0.104528463,-0.801715128,0.0949442,1.302813335
12/12/2011,-0.104528463,-0.751140012,1.0954962,5.144331525
12/13/2011,0.690983006,-0.700336092,0.0960498,5.990646914
12/14/2011,0.5,-0.649318842,0.096605,4.850681158
12/15/2011,0.330869394,-0.598103803,1.0971618,3.73276559
12/16/2011,-1.809016994,-0.546706576,-0.9022798,3.644276429
12/17/2011,-0.913545458,-0.495142818,0.0982802,-0.408688275
12/18/2011,0.021852399,-0.443428233,1.0988418,6.578424166
12/19/2011,-1,-0.391578577,1.099405,6.608421423
12/20/2011,-1.978147601,-0.339609641,1.0999698,7.682242758
12/21/2011,-1.913545458,-0.287537258,1.1005362,1.798917285
12/22/2011,-1.809016994,-0.235377287,0.1011042,4.955605718
12/23/2011,-0.669130606,-0.183145619,0.1016738,8.147723775
12/24/2011,-0.5,-0.130858162,-0.897755,6.369141838
12/25/2011,0.690983006,-0.078530845,0.1028178,0.612452161
12/26/2011,-0.104528463,-0.026179606,1.1033922,8.86929193
12/27/2011,0.104528463,0.026179606,0.1039682,8.13070807
12/28/2011,-0.690983006,0.078530845,-0.8954542,4.387547839
12/29/2011,0.5,0.130858162,1.105125,8.630858162
12/30/2011,0.669130606,0.183145619,0.1057058,7.852276225
12/31/2011,0.809016994,0.235377287,-0.8937118,9.044394282
1/1/2012,-0.086454542,0.287537258,1.1068722,1.201082715
1/2/2012,1.978147601,0.339609641,1.1074578,6.317757242
1/3/2012,1,0.391578577,0.108045,10.39157858
1/4/2012,0.978147601,0.443428233,-0.8913662,6.421575834
1/5/2012,1.913545458,0.495142818,-0.8907758,7.408688275
1/6/2012,-0.190983006,0.546706576,-0.8901838,8.355723571
1/7/2012,0.669130606,0.598103803,0.1104098,7.26723441
1/8/2012,0.5,0.649318842,-0.888995,4.149318842
1/9/2012,0.309016994,0.700336092,1.1116018,4.009353086
1/10/2012,1.104528463,0.751140012,1.1122002,6.855668475
1/11/2012,-1.104528463,0.801715128,0.1128002,-0.302813335
1/12/2012,0.690983006,0.852046034,0.1134018,7.54302904
1/13/2012,-1.5,0.902117399,-0.885995,9.402117399
1/14/2012,-1.669130606,0.951913969,1.1146098,1.282783363
1/15/2012,-0.809016994,1.001420578,-0.8847838,5.192403583
1/16/2012,-0.913545458,1.050622144,-0.8841758,0.137076686
1/17/2012,-1.978147601,1.09950368,-0.8835662,3.121356079
1/18/2012,-1,1.148050297,-0.882955,9.148050297
1/19/2012,-1.978147601,1.196247207,-0.8823422,-0.781900394
1/20/2012,0.086454542,1.244079728,0.1182722,9.33053427
1/21/2012,-0.809016994,1.29153329,-0.8811118,6.482516296
1/22/2012,0.330869394,1.338593439,-0.8804942,3.669462833
1/23/2012,-1.5,1.38524584,1.120125,3.88524584
1/24/2012,0.690983006,1.431476281,0.1207458,10.12245929
1/25/2012,0.895471537,1.47727068,-0.8786318,6.372742217
1/26/2012,1.104528463,1.522615089,1.1219922,5.627143552
1/27/2012,0.309016994,1.567495694,-0.8773822,9.876512689
1/28/2012,-0.5,1.611898825,0.123245,5.111898825
1/29/2012,0.669130606,1.655810956,1.1238738,4.324941562
1/30/2012,0.809016994,1.699218711,-0.8754958,3.508235705
1/31/2012,1.913545458,1.742108867,1.1251362,6.655654325
2/1/2012,1.978147601,1.78446836,0.1257698,9.762615961
2/2/2012,2,1.826284287,-0.873595,5.826284287
2/3/2012,0.978147601,1.86754391,0.1270418,10.84569151
2/4/2012,-0.086454542,1.908234661,-0.8723198,4.821780118
2/5/2012,-0.190983006,1.948344145,0.1283202,4.757361139
2/6/2012,-0.330869394,1.987860145,0.1289618,6.656990751
2/7/2012,1.5,2.026770623,-0.870395,8.526770623
2/8/2012,1.309016994,2.065063727,-0.8697502,4.374080721
2/9/2012,1.104528463,2.102727793,0.1308962,8.207256256
2/10/2012,-0.104528463,2.139751347,-0.8684558,12.03522288
2/11/2012,0.690983006,2.176123113,1.1321938,3.867106119
2/12/2012,-0.5,2.21183201,-0.867155,4.71183201
2/13/2012,-0.669130606,2.246867162,-0.8665022,9.577736556
2/14/2012,-0.809016994,2.281217897,-0.8658478,10.4722009
2/15/2012,-0.913545458,2.31487375,-0.8651918,3.401328293
2/16/2012,-1.978147601,2.347824471,0.1354658,8.36967687
2/17/2012,0,2.380060021,0.136125,9.380060021
2/18/2012,-1.978147601,2.411570582,0.1367858,9.433422981
2/19/2012,0.086454542,2.442346555,1.1374482,10.5288011
2/20/2012,-0.809016994,2.472378566,-0.8618878,4.663361571
2/21/2012,-1.669130606,2.501657466,1.1387778,5.83252686
2/22/2012,0.5,2.530174337,0.139445,5.030174337
2/23/2012,-1.309016994,2.557920493,-0.8598862,5.248903499
2/24/2012,-1.104528463,2.584887481,1.1407842,11.48035902
2/25/2012,1.104528463,2.611067088,0.1414562,8.715595551
2/26/2012,0.309016994,2.636451338,1.1421298,6.945468332
2/27/2012,1.5,2.6610325,1.142805,7.1610325
2/28/2012,1.669130606,2.684803085,0.1434818,10.35393369
2/29/2012,-0.190983006,2.707755853,0.1441602,5.516772847
3/1/2012,-0.086454542,2.729883813,0.1448402,4.64342927
3/2/2012,-0.021852399,2.751180223,0.1455218,4.729327824
3/3/2012,1,2.771638598,0.146205,3.771638598
3/4/2012,-0.021852399,2.791252704,-0.8531102,3.769400305
3/5/2012,1.913545458,2.810016568,0.1475762,11.72356203
3/6/2012,1.809016994,2.827924473,-0.8517358,13.63694147
3/7/2012,0.669130606,2.844970966,0.1489538,5.514101572
3/8/2012,1.5,2.861150852,0.149645,7.361150852
3/9/2012,1.309016994,2.876459205,1.1503378,9.185476199
3/10/2012,0.104528463,2.89089136,0.1510322,10.99541982
3/11/2012,-0.104528463,2.904442921,-0.8482718,8.799914458
3/12/2012,0.690983006,2.917109761,1.1524258,3.608092767
3/13/2012,0.5,2.928888021,-0.846875,10.42888802
3/14/2012,-1.669130606,2.939774114,-0.8461742,11.27064351
3/15/2012,-1.809016994,2.949764723,-0.8454718,8.140747728
3/16/2012,0.086454542,2.958856805,-0.8447678,5.045311347
3/17/2012,0.021852399,2.96704759,1.1559378,5.988899989
